,label_column,label_value,count_samples_in_group,percentage_above_min_value,group
4650,FA,4000093,8,100.0,HIGH
4651,FA,4001137,15,100.0,HIGH
4652,FA,4000806,113,100.0,HIGH
4653,FA,4001206,163,100.0,HIGH
4654,FA,4001453,62,100.0,HIGH
4656,FA,4007737,7,100.0,HIGH
4664,FA,4004781,7,100.0,HIGH
4657,FA,4000859,69,100.0,HIGH
4658,FA,4005324,5,100.0,HIGH
4659,FA,4003043,20,100.0,HIGH
4660,FA,4003667,5,100.0,HIGH
4661,FA,4001613,21,100.0,HIGH
4662,FA,4002453,112,100.0,HIGH
4663,FA,4001800,149,100.0,HIGH
4606,FA,4001046,72,100.0,HIGH
4604,FA,4002844,12,100.0,HIGH
4845,FA,4003393,3,100.0,HIGH
4603,FA,4003805,4,100.0,HIGH
4546,FA,4002035,40,100.0,HIGH
4547,FA,4002312,19,100.0,HIGH
4548,FA,4002458,18,100.0,HIGH
4549,FA,4003138,103,100.0,HIGH
4550,FA,4003608,14,100.0,HIGH
4551,FA,4000416,5,100.0,HIGH
4552,FA,4003328,25,100.0,HIGH
4553,FA,4007517,6,100.0,HIGH
4554,FA,4002922,15,100.0,HIGH
4555,FA,4003164,150,100.0,HIGH
4556,FA,4000346,55,100.0,HIGH
4557,FA,4002289,68,100.0,HIGH
4558,FA,4000206,46,100.0,HIGH
4559,FA,4000627,16,100.0,HIGH
4560,FA,4003112,48,100.0,HIGH
4561,FA,4001979,7,100.0,HIGH
4562,FA,4000029,424,100.0,HIGH
4545,FA,4003347,5,100.0,HIGH
4544,FA,4002770,10,100.0,HIGH
4543,FA,4002735,20,100.0,HIGH
4533,FA,4005146,4,100.0,HIGH
4526,FA,4001826,69,100.0,HIGH
4527,FA,4003517,22,100.0,HIGH
4528,FA,4002847,18,100.0,HIGH
4529,FA,4000317,39,100.0,HIGH
4530,FA,4000720,12,100.0,HIGH
4531,FA,4003084,14,100.0,HIGH
4532,FA,4000466,11,100.0,HIGH
4534,FA,4001599,61,100.0,HIGH
4542,FA,4003194,46,100.0,HIGH
4535,FA,4001621,18,100.0,HIGH
4536,FA,4004725,11,100.0,HIGH
4537,FA,4000670,59,100.0,HIGH
4538,FA,4001998,11,100.0,HIGH
4539,FA,4003522,6,100.0,HIGH
4540,FA,4000551,200,100.0,HIGH
4541,FA,4002788,10,100.0,HIGH
4563,FA,4000745,15,100.0,HIGH
4564,FA,4001858,82,100.0,HIGH
4565,FA,4002676,9,100.0,HIGH
4594,FA,4006591,24,100.0,HIGH
4587,FA,4000913,18,100.0,HIGH
4588,FA,4000945,23,100.0,HIGH
4589,FA,4001455,22,100.0,HIGH
4590,FA,4005783,1,100.0,HIGH
4591,FA,4006400,4,100.0,HIGH
4592,FA,4006986,9,100.0,HIGH
4593,FA,4001840,23,100.0,HIGH
4595,FA,4000716,10,100.0,HIGH
4585,FA,4000366,78,100.0,HIGH
4596,FA,4001135,25,100.0,HIGH
4597,FA,4003576,14,100.0,HIGH
4598,FA,4001594,6,100.0,HIGH
4599,FA,4000390,67,100.0,HIGH
4600,FA,4003372,18,100.0,HIGH
4601,FA,4001592,13,100.0,HIGH
4602,FA,4000380,21,100.0,HIGH
4586,FA,4002658,48,100.0,HIGH
4584,FA,4007637,5,100.0,HIGH
4566,FA,4003661,386,100.0,HIGH
4574,FA,4002025,23,100.0,HIGH
4567,FA,4004010,2,100.0,HIGH
4568,FA,4001461,8,100.0,HIGH
4569,FA,4006095,29,100.0,HIGH
4570,FA,4003466,101,100.0,HIGH
4571,FA,4000813,13,100.0,HIGH
4572,FA,4002673,10,100.0,HIGH
4573,FA,4007807,2,100.0,HIGH
4575,FA,4005931,14,100.0,HIGH
4583,FA,4000378,24,100.0,HIGH
4576,FA,4000788,30,100.0,HIGH
4577,FA,4006025,8,100.0,HIGH
4578,FA,4002744,42,100.0,HIGH
4579,FA,4002544,19,100.0,HIGH
4580,FA,4000932,6,100.0,HIGH
4581,FA,4000905,8,100.0,HIGH
4582,FA,4001549,6,100.0,HIGH
4684,FA,4000369,185,100.0,HIGH
4685,FA,4007543,95,100.0,HIGH
4686,FA,4003976,77,100.0,HIGH
4687,FA,4002580,22,100.0,HIGH
4788,FA,4000976,49,100.0,HIGH
4789,FA,4003813,3,100.0,HIGH
4790,FA,4000605,23,100.0,HIGH
4791,FA,4000639,16,100.0,HIGH
4792,FA,4000699,27,100.0,HIGH
4793,FA,4002681,19,100.0,HIGH
4794,FA,4000982,30,100.0,HIGH
4795,FA,4000790,8,100.0,HIGH
4796,FA,4003142,52,100.0,HIGH
4797,FA,4007668,5,100.0,HIGH
4798,FA,4002166,11,100.0,HIGH
4799,FA,4001076,6,100.0,HIGH
4800,FA,4002211,6,100.0,HIGH
4801,FA,4001903,27,100.0,HIGH
4802,FA,4001782,43,100.0,HIGH
4803,FA,4002347,7,100.0,HIGH
4804,FA,4006144,7,100.0,HIGH
4787,FA,4001095,12,100.0,HIGH
4786,FA,4000327,61,100.0,HIGH
4785,FA,4002395,73,100.0,HIGH
4775,FA,4001805,5,100.0,HIGH
4768,FA,4001106,5,100.0,HIGH
4769,FA,4003710,3,100.0,HIGH
4770,FA,4001383,4,100.0,HIGH
4771,FA,4002660,7,100.0,HIGH
4772,FA,4000541,31,100.0,HIGH
4773,FA,4000182,14,100.0,HIGH
4774,FA,4002109,3,100.0,HIGH
4776,FA,4000440,43,100.0,HIGH
4784,FA,4003931,3,100.0,HIGH
4777,FA,4001611,5,100.0,HIGH
4778,FA,4003574,31,100.0,HIGH
4779,FA,4001947,28,100.0,HIGH
4780,FA,4007727,16,100.0,HIGH
4781,FA,4003137,3,100.0,HIGH
4782,FA,4001849,11,100.0,HIGH
4783,FA,4003708,4,100.0,HIGH
4805,FA,4001158,3,100.0,HIGH
4806,FA,4000077,101,100.0,HIGH
4807,FA,4001693,12,100.0,HIGH
4836,FA,4002218,27,100.0,HIGH
4829,FA,4002213,24,100.0,HIGH
4830,FA,4003101,17,100.0,HIGH
4831,FA,4002622,10,100.0,HIGH
4832,FA,4004384,2,100.0,HIGH
4833,FA,4000575,5,100.0,HIGH
4834,FA,4003603,2,100.0,HIGH
4835,FA,4003542,7,100.0,HIGH
4837,FA,4002642,8,100.0,HIGH
4827,FA,4000852,20,100.0,HIGH
4838,FA,4003564,4,100.0,HIGH
4839,FA,4001013,24,100.0,HIGH
4840,FA,4003819,7,100.0,HIGH
4841,FA,4002446,17,100.0,HIGH
4842,FA,4002151,35,100.0,HIGH
4843,FA,4001945,19,100.0,HIGH
4844,FA,4002692,5,100.0,HIGH
4828,FA,4000437,45,100.0,HIGH
4826,FA,4000681,8,100.0,HIGH
4808,FA,4003808,11,100.0,HIGH
4816,FA,4000793,95,100.0,HIGH
4809,FA,4002292,10,100.0,HIGH
4810,FA,4000839,90,100.0,HIGH
4811,FA,4002888,10,100.0,HIGH
4812,FA,4000798,74,100.0,HIGH
4813,FA,4003461,10,100.0,HIGH
4814,FA,4000547,41,100.0,HIGH
4815,FA,4000418,13,100.0,HIGH
4817,FA,4000128,13,100.0,HIGH
4825,FA,4000851,17,100.0,HIGH
4818,FA,4004778,4,100.0,HIGH
4819,FA,4003636,9,100.0,HIGH
4820,FA,4002929,25,100.0,HIGH
4821,FA,4005749,22,100.0,HIGH
4822,FA,4001365,3,100.0,HIGH
4823,FA,4000656,6,100.0,HIGH
4824,FA,4001667,20,100.0,HIGH
4767,FA,4000944,2,100.0,HIGH
4766,FA,4003272,2,100.0,HIGH
4765,FA,4000777,10,100.0,HIGH
4715,FA,4007805,2,100.0,HIGH
4708,FA,4002523,26,100.0,HIGH
4709,FA,4000392,4,100.0,HIGH
4710,FA,4003454,9,100.0,HIGH
4711,FA,4003330,3,100.0,HIGH
4712,FA,4002290,3,100.0,HIGH
4713,FA,4003478,12,100.0,HIGH
4714,FA,4003563,15,100.0,HIGH
4716,FA,4000080,44,100.0,HIGH
4706,FA,4002022,4,100.0,HIGH
4717,FA,4005793,19,100.0,HIGH
4718,FA,4007641,19,100.0,HIGH
4719,FA,4007804,2,100.0,HIGH
4720,FA,4002741,5,100.0,HIGH
4721,FA,4002034,23,100.0,HIGH
4722,FA,4002120,24,100.0,HIGH
4723,FA,4000687,2,100.0,HIGH
4707,FA,4003646,9,100.0,HIGH
4705,FA,4003453,7,100.0,HIGH
4725,FA,4003583,73,100.0,HIGH
4695,FA,4002064,2,100.0,HIGH
4688,FA,4003532,25,100.0,HIGH
4689,FA,4002419,4,100.0,HIGH
4690,FA,4003337,26,100.0,HIGH
4691,FA,4001023,6,100.0,HIGH
4692,FA,4006183,7,100.0,HIGH
4693,FA,4001941,7,100.0,HIGH
4694,FA,4003176,4,100.0,HIGH
4696,FA,4000236,209,100.0,HIGH
4704,FA,4003216,127,100.0,HIGH
4697,FA,4001330,10,100.0,HIGH
4698,FA,4001729,5,100.0,HIGH
4699,FA,4003184,71,100.0,HIGH
4700,FA,4002874,30,100.0,HIGH
4701,FA,4001859,32,100.0,HIGH
4702,FA,4000579,97,100.0,HIGH
4703,FA,4002734,21,100.0,HIGH
4724,FA,4003607,7,100.0,HIGH
4726,FA,4001136,5,100.0,HIGH
4764,FA,4000409,42,100.0,HIGH
4755,FA,4003993,12,100.0,HIGH
4748,FA,4002460,2,100.0,HIGH
4749,FA,4000151,17,100.0,HIGH
4750,FA,4003652,13,100.0,HIGH
4751,FA,4000934,7,100.0,HIGH
4752,FA,4000065,12,100.0,HIGH
4753,FA,4002288,93,100.0,HIGH
4754,FA,4001809,56,100.0,HIGH
4756,FA,4000791,51,100.0,HIGH
4746,FA,4002370,2,100.0,HIGH
4757,FA,4000282,95,100.0,HIGH
4758,FA,4001470,27,100.0,HIGH
4759,FA,4000036,127,100.0,HIGH
4760,FA,4000521,32,100.0,HIGH
4761,FA,4000025,8,100.0,HIGH
4762,FA,4002332,8,100.0,HIGH
4763,FA,4007535,115,100.0,HIGH
4747,FA,4001986,4,100.0,HIGH
4745,FA,4004692,5,100.0,HIGH
4727,FA,4000296,5,100.0,HIGH
4735,FA,4003384,6,100.0,HIGH
4728,FA,4000633,5,100.0,HIGH
4729,FA,4001977,10,100.0,HIGH
4730,FA,4004935,4,100.0,HIGH
4731,FA,4000890,3,100.0,HIGH
4732,FA,4000470,8,100.0,HIGH
4733,FA,4003025,20,100.0,HIGH
4734,FA,4002981,19,100.0,HIGH
4736,FA,4005048,3,100.0,HIGH
4744,FA,4003831,26,100.0,HIGH
4737,FA,4002525,11,100.0,HIGH
4738,FA,4002095,4,100.0,HIGH
4739,FA,4000272,30,100.0,HIGH
4740,FA,4002196,13,100.0,HIGH
4741,FA,4001373,8,100.0,HIGH
4742,FA,4000957,14,100.0,HIGH
4743,FA,4002649,9,100.0,HIGH
3878,SF,3000227,1,100.0,HIGH
3877,SF,3000179,1,100.0,HIGH
3876,SF,3002717,1,100.0,HIGH
2989,SF,3000992,2,100.0,HIGH
3011,SF,3000450,1,100.0,HIGH
3012,SF,3000910,1,100.0,HIGH
3013,SF,3000878,8,100.0,HIGH
3014,SF,3001139,1,100.0,HIGH
3015,SF,3000707,3,100.0,HIGH
3016,SF,3000692,5,100.0,HIGH
3017,SF,3000717,1,100.0,HIGH
3018,SF,3001423,1,100.0,HIGH
3019,SF,3001504,4,100.0,HIGH
3020,SF,3001455,7,100.0,HIGH
3021,SF,3000603,9,100.0,HIGH
3022,SF,3000867,9,100.0,HIGH
3023,SF,3002391,1,100.0,HIGH
3024,SF,3001691,6,100.0,HIGH
3025,SF,3001867,2,100.0,HIGH
3026,SF,3000778,1,100.0,HIGH
3027,SF,3001594,4,100.0,HIGH
3010,SF,3001899,1,100.0,HIGH
3009,SF,3001514,4,100.0,HIGH
3008,SF,3001854,1,100.0,HIGH
2998,SF,3001789,3,100.0,HIGH
2991,SF,3000828,2,100.0,HIGH
2992,SF,3002032,2,100.0,HIGH
2993,SF,3000761,21,100.0,HIGH
2994,SF,3001716,5,100.0,HIGH
2995,SF,3001469,1,100.0,HIGH
2996,SF,3001715,19,100.0,HIGH
2997,SF,3000789,2,100.0,HIGH
2999,SF,3000795,1,100.0,HIGH
3007,SF,3001812,27,100.0,HIGH
3000,SF,3001340,1,100.0,HIGH
3001,SF,3000248,1,100.0,HIGH
3002,SF,3001222,1,100.0,HIGH
3003,SF,3000946,3,100.0,HIGH
3004,SF,3001358,3,100.0,HIGH
3005,SF,3000237,1,100.0,HIGH
3006,SF,3000993,1,100.0,HIGH
3028,SF,3001481,1,100.0,HIGH
3029,SF,3000274,5,100.0,HIGH
3030,SF,3001896,4,100.0,HIGH
3059,SF,3001073,1,100.0,HIGH
3052,SF,3000429,4,100.0,HIGH
3053,SF,3000348,6,100.0,HIGH
3054,SF,3001868,9,100.0,HIGH
3055,SF,3000808,1,100.0,HIGH
3056,SF,3001630,6,100.0,HIGH
3057,SF,3001029,3,100.0,HIGH
3058,SF,3001521,1,100.0,HIGH
3060,SF,3001583,2,100.0,HIGH
3050,SF,3000331,3,100.0,HIGH
3061,SF,3001703,1,100.0,HIGH
3062,SF,3001112,1,100.0,HIGH
3063,SF,3001178,3,100.0,HIGH
3064,SF,3001581,3,100.0,HIGH
3065,SF,3000536,1,100.0,HIGH
3066,SF,3001311,2,100.0,HIGH
3067,SF,3001212,1,100.0,HIGH
3051,SF,3001614,1,100.0,HIGH
3049,SF,3000734,8,100.0,HIGH
3031,SF,3000861,1,100.0,HIGH
3039,SF,3001371,4,100.0,HIGH
3032,SF,3001133,1,100.0,HIGH
3033,SF,3001977,1,100.0,HIGH
3034,SF,3000873,4,100.0,HIGH
3035,SF,3000316,1,100.0,HIGH
3036,SF,3001846,1,100.0,HIGH
3037,SF,3001518,4,100.0,HIGH
3038,SF,3000298,2,100.0,HIGH
3040,SF,3001295,8,100.0,HIGH
3048,SF,3001249,1,100.0,HIGH
3041,SF,3000555,25,100.0,HIGH
3042,SF,3000553,2,100.0,HIGH
3043,SF,3000791,7,100.0,HIGH
3044,SF,3001699,1,100.0,HIGH
3045,SF,3001151,1,100.0,HIGH
3046,SF,3001488,2,100.0,HIGH
3047,SF,3000294,1,100.0,HIGH
2990,SF,3001018,1,100.0,HIGH
2988,SF,3000854,1,100.0,HIGH
2908,SF,3000767,1,100.0,HIGH
2987,SF,3000546,1,100.0,HIGH
2930,SF,3001176,3,100.0,HIGH
2931,SF,3001714,1,100.0,HIGH
2932,SF,3001354,12,100.0,HIGH
2933,SF,3001260,8,100.0,HIGH
2934,SF,3001032,4,100.0,HIGH
2935,SF,3001546,8,100.0,HIGH
2936,SF,3000173,1,100.0,HIGH
2937,SF,3001401,3,100.0,HIGH
2938,SF,3000685,2,100.0,HIGH
2939,SF,3001220,1,100.0,HIGH
2940,SF,3001119,3,100.0,HIGH
2941,SF,3001322,2,100.0,HIGH
2942,SF,3000490,8,100.0,HIGH
2943,SF,3001440,1,100.0,HIGH
2944,SF,3001301,6,100.0,HIGH
2945,SF,3001366,10,100.0,HIGH
2946,SF,3000920,1,100.0,HIGH
2929,SF,3000524,4,100.0,HIGH
2928,SF,3001250,2,100.0,HIGH
2927,SF,3001888,1,100.0,HIGH
2917,SF,3001898,8,100.0,HIGH
2910,SF,3000604,3,100.0,HIGH
2911,SF,3000667,3,100.0,HIGH
2912,SF,3001940,6,100.0,HIGH
2913,SF,3001648,7,100.0,HIGH
2914,SF,3000307,8,100.0,HIGH
2915,SF,3001822,2,100.0,HIGH
2916,SF,3001747,2,100.0,HIGH
2918,SF,3001668,11,100.0,HIGH
2926,SF,3001386,4,100.0,HIGH
2919,SF,3000822,2,100.0,HIGH
2920,SF,3000953,22,100.0,HIGH
2921,SF,3000176,33,100.0,HIGH
2922,SF,3000567,4,100.0,HIGH
2923,SF,3001551,2,100.0,HIGH
2924,SF,3000935,2,100.0,HIGH
2925,SF,3001497,4,100.0,HIGH
2947,SF,3002001,7,100.0,HIGH
2948,SF,3002011,6,100.0,HIGH
2949,SF,3001826,3,100.0,HIGH
2978,SF,3001285,5,100.0,HIGH
2971,SF,3000974,3,100.0,HIGH
2972,SF,3000517,8,100.0,HIGH
2973,SF,3000659,11,100.0,HIGH
2974,SF,3000262,3,100.0,HIGH
2975,SF,3000530,3,100.0,HIGH
2976,SF,3000596,1,100.0,HIGH
2977,SF,3000607,8,100.0,HIGH
2979,SF,3001923,4,100.0,HIGH
2969,SF,3001349,1,100.0,HIGH
2980,SF,3001273,12,100.0,HIGH
2981,SF,3002390,1,100.0,HIGH
2982,SF,3001158,10,100.0,HIGH
2983,SF,3001725,5,100.0,HIGH
2984,SF,3001965,4,100.0,HIGH
2985,SF,3000853,2,100.0,HIGH
2986,SF,3001869,3,100.0,HIGH
2970,SF,3001039,2,100.0,HIGH
2968,SF,3001361,2,100.0,HIGH
2950,SF,3000486,7,100.0,HIGH
2958,SF,3001796,2,100.0,HIGH
2951,SF,3001237,4,100.0,HIGH
2952,SF,3000509,3,100.0,HIGH
2953,SF,3001847,13,100.0,HIGH
2954,SF,3001424,1,100.0,HIGH
2955,SF,3001092,2,100.0,HIGH
2956,SF,3001372,1,100.0,HIGH
2957,SF,3001776,1,100.0,HIGH
2959,SF,3001058,4,100.0,HIGH
2967,SF,3001211,2,100.0,HIGH
2960,SF,3001941,20,100.0,HIGH
2961,SF,3001876,3,100.0,HIGH
2962,SF,3000346,15,100.0,HIGH
2963,SF,3000448,11,100.0,HIGH
2964,SF,3001005,13,100.0,HIGH
2965,SF,3001435,6,100.0,HIGH
2966,SF,3000803,1,100.0,HIGH
3068,SF,3001243,1,100.0,HIGH
3069,SF,3000801,1,100.0,HIGH
3070,SF,3001385,1,100.0,HIGH
3071,SF,3001841,4,100.0,HIGH
3172,SF,3001198,1,100.0,HIGH
3173,SF,3001971,4,100.0,HIGH
3174,SF,3001631,1,100.0,HIGH
3175,SF,3001252,1,100.0,HIGH
3176,SF,3001673,2,100.0,HIGH
3177,SF,3000612,5,100.0,HIGH
3178,SF,3000245,2,100.0,HIGH
3179,SF,3002449,13,100.0,HIGH
3180,SF,3000656,1,100.0,HIGH
3181,SF,3000915,2,100.0,HIGH
3182,SF,3000574,1,100.0,HIGH
3183,SF,3000847,9,100.0,HIGH
3184,SF,3001263,8,100.0,HIGH
3185,SF,3000710,3,100.0,HIGH
3186,SF,3000834,1,100.0,HIGH
3187,SF,3000876,3,100.0,HIGH
3188,SF,3000961,2,100.0,HIGH
3171,SF,3000344,3,100.0,HIGH
3170,SF,3000336,8,100.0,HIGH
3169,SF,3001500,4,100.0,HIGH
3159,SF,3000400,1,100.0,HIGH
3152,SF,3002477,4,100.0,HIGH
3153,SF,3000407,2,100.0,HIGH
3154,SF,3000365,4,100.0,HIGH
3155,SF,3001708,1,100.0,HIGH
3156,SF,3000466,3,100.0,HIGH
3157,SF,3000842,1,100.0,HIGH
3158,SF,3000425,1,100.0,HIGH
3160,SF,3001436,2,100.0,HIGH
3168,SF,3001693,1,100.0,HIGH
3161,SF,3001125,1,100.0,HIGH
3162,SF,3001205,6,100.0,HIGH
3163,SF,3001567,2,100.0,HIGH
3164,SF,3000377,1,100.0,HIGH
3165,SF,3001731,6,100.0,HIGH
3166,SF,3000480,21,100.0,HIGH
3167,SF,3001917,7,100.0,HIGH
3189,SF,3001464,2,100.0,HIGH
3190,SF,3000672,15,100.0,HIGH
3191,SF,3001194,9,100.0,HIGH
3220,SF,3000914,1,100.0,HIGH
3213,SF,3001035,1,100.0,HIGH
3214,SF,3000658,3,100.0,HIGH
3215,SF,3000357,3,100.0,HIGH
3216,SF,3000278,10,100.0,HIGH
3217,SF,3000740,2,100.0,HIGH
3218,SF,3001571,4,100.0,HIGH
3219,SF,3000354,9,100.0,HIGH
3221,SF,3001833,1,100.0,HIGH
3211,SF,3000519,3,100.0,HIGH
3222,SF,3001188,2,100.0,HIGH
3223,SF,3000796,7,100.0,HIGH
3224,SF,3001855,1,100.0,HIGH
3225,SF,3001907,13,100.0,HIGH
3226,SF,3001851,11,100.0,HIGH
3227,SF,3001749,1,100.0,HIGH
3228,SF,3001859,3,100.0,HIGH
3212,SF,3001997,3,100.0,HIGH
3210,SF,3001031,2,100.0,HIGH
3192,SF,3001795,4,100.0,HIGH
3200,SF,3001612,1,100.0,HIGH
3193,SF,3000602,2,100.0,HIGH
3194,SF,3001968,1,100.0,HIGH
3195,SF,3000817,2,100.0,HIGH
3196,SF,3001832,2,100.0,HIGH
3197,SF,3000644,1,100.0,HIGH
3198,SF,3000636,1,100.0,HIGH
3199,SF,3001582,2,100.0,HIGH
3201,SF,3001863,2,100.0,HIGH
3209,SF,3000751,6,100.0,HIGH
3202,SF,3000891,1,100.0,HIGH
3203,SF,3000827,9,100.0,HIGH
3204,SF,3001700,1,100.0,HIGH
3205,SF,3001913,4,100.0,HIGH
3206,SF,3001415,1,100.0,HIGH
3207,SF,3001007,1,100.0,HIGH
3208,SF,3001043,16,100.0,HIGH
3151,SF,3001154,3,100.0,HIGH
3150,SF,3001484,7,100.0,HIGH
3149,SF,3000532,1,100.0,HIGH
3099,SF,3001308,7,100.0,HIGH
3092,SF,3001327,1,100.0,HIGH
3093,SF,3001918,32,100.0,HIGH
3094,SF,3000328,6,100.0,HIGH
3095,SF,3001556,3,100.0,HIGH
3096,SF,3000748,1,100.0,HIGH
3097,SF,3000682,1,100.0,HIGH
3098,SF,3001014,3,100.0,HIGH
3100,SF,3000756,4,100.0,HIGH
3090,SF,3000978,1,100.0,HIGH
3101,SF,3001745,7,100.0,HIGH
3102,SF,3001483,1,100.0,HIGH
3103,SF,3001082,2,100.0,HIGH
3104,SF,3000882,16,100.0,HIGH
3105,SF,3002010,2,100.0,HIGH
3106,SF,3000971,23,100.0,HIGH
3107,SF,3001461,22,100.0,HIGH
3091,SF,3000241,1,100.0,HIGH
3089,SF,3001422,1,100.0,HIGH
3109,SF,3001438,2,100.0,HIGH
3079,SF,3001781,2,100.0,HIGH
3072,SF,3001637,2,100.0,HIGH
3073,SF,3000437,4,100.0,HIGH
3074,SF,3000655,10,100.0,HIGH
3075,SF,3000349,1,100.0,HIGH
3076,SF,3000541,1,100.0,HIGH
3077,SF,3000968,1,100.0,HIGH
3078,SF,3001208,32,100.0,HIGH
3080,SF,3000695,2,100.0,HIGH
3088,SF,3000843,1,100.0,HIGH
3081,SF,3000691,14,100.0,HIGH
3082,SF,3000422,1,100.0,HIGH
3083,SF,3000634,3,100.0,HIGH
3084,SF,3000345,3,100.0,HIGH
3085,SF,3000438,2,100.0,HIGH
3086,SF,3001234,1,100.0,HIGH
3087,SF,3002569,6,100.0,HIGH
3108,SF,3001393,9,100.0,HIGH
3110,SF,3000746,2,100.0,HIGH
3148,SF,3001588,1,100.0,HIGH
3139,SF,3000755,1,100.0,HIGH
3132,SF,3001428,1,100.0,HIGH
3133,SF,3001120,1,100.0,HIGH
3134,SF,3000495,12,100.0,HIGH
3135,SF,3001476,6,100.0,HIGH
3136,SF,3000493,4,100.0,HIGH
3137,SF,3000921,2,100.0,HIGH
3138,SF,3000952,2,100.0,HIGH
3140,SF,3001152,1,100.0,HIGH
3130,SF,3001159,25,100.0,HIGH
3141,SF,3000212,5,100.0,HIGH
3142,SF,3001048,4,100.0,HIGH
3143,SF,3000483,1,100.0,HIGH
3144,SF,3001277,1,100.0,HIGH
3145,SF,3001682,4,100.0,HIGH
3146,SF,3000864,7,100.0,HIGH
3147,SF,3001857,2,100.0,HIGH
3131,SF,3001811,4,100.0,HIGH
3129,SF,3000711,2,100.0,HIGH
3111,SF,3000261,1,100.0,HIGH
3119,SF,3001617,1,100.0,HIGH
3112,SF,3000859,5,100.0,HIGH
3113,SF,3000838,2,100.0,HIGH
3114,SF,3000733,2,100.0,HIGH
3115,SF,3000783,1,100.0,HIGH
3116,SF,3001742,5,100.0,HIGH
3117,SF,3001743,2,100.0,HIGH
3118,SF,3001672,33,100.0,HIGH
3120,SF,3001363,11,100.0,HIGH
3128,SF,3000359,4,100.0,HIGH
3121,SF,3001474,3,100.0,HIGH
3122,SF,3001809,1,100.0,HIGH
3123,SF,3001592,1,100.0,HIGH
3124,SF,3000201,4,100.0,HIGH
3125,SF,3001334,3,100.0,HIGH
3126,SF,3000202,2,100.0,HIGH
3127,SF,3000223,31,100.0,HIGH
2909,SF,3000337,13,100.0,HIGH
2907,SF,3000835,22,100.0,HIGH
3230,SF,3001416,1,100.0,HIGH
2666,SF,3002337,1,100.0,HIGH
2688,SF,3000722,3,100.0,HIGH
2689,SF,3002350,1,100.0,HIGH
2690,SF,3002351,2,100.0,HIGH
2691,SF,3000513,16,100.0,HIGH
2692,SF,3001834,14,100.0,HIGH
2693,SF,3001939,8,100.0,HIGH
2694,SF,3002352,1,100.0,HIGH
2695,SF,3002353,7,100.0,HIGH
2696,SF,3000958,7,100.0,HIGH
2697,SF,3001020,2,100.0,HIGH
2698,SF,3000476,28,100.0,HIGH
2699,SF,3001064,28,100.0,HIGH
2700,SF,3000690,2,100.0,HIGH
2701,SF,3000780,34,100.0,HIGH
2702,SF,3001306,5,100.0,HIGH
2703,SF,3001157,1,100.0,HIGH
2704,SF,3002355,5,100.0,HIGH
2687,SF,3002349,6,100.0,HIGH
2686,SF,3002348,1,100.0,HIGH
2685,SF,3002482,2,100.0,HIGH
2675,SF,3001049,2,100.0,HIGH
2668,SF,3002339,3,100.0,HIGH
2669,SF,3002340,1,100.0,HIGH
2670,SF,3002341,2,100.0,HIGH
2671,SF,3002343,1,100.0,HIGH
2672,SF,3002344,1,100.0,HIGH
2673,SF,3002345,1,100.0,HIGH
2674,SF,3000523,4,100.0,HIGH
2676,SF,3000074,6,100.0,HIGH
2684,SF,3002347,2,100.0,HIGH
2677,SF,3000593,4,100.0,HIGH
2678,SF,3001129,3,100.0,HIGH
2679,SF,3000086,96,100.0,HIGH
2680,SF,3000183,10,100.0,HIGH
2681,SF,3000497,20,100.0,HIGH
2682,SF,3000268,16,100.0,HIGH
2683,SF,3002346,1,100.0,HIGH
2705,SF,3001028,9,100.0,HIGH
2706,SF,3001782,5,100.0,HIGH
2707,SF,3001097,8,100.0,HIGH
2736,SF,3002361,1,100.0,HIGH
2729,SF,3000669,11,100.0,HIGH
2730,SF,3001015,59,100.0,HIGH
2731,SF,3000392,1,100.0,HIGH
2732,SF,3001126,5,100.0,HIGH
2733,SF,3001087,7,100.0,HIGH
2734,SF,3001651,7,100.0,HIGH
2735,SF,3001815,6,100.0,HIGH
2737,SF,3001030,1,100.0,HIGH
2727,SF,3001118,2,100.0,HIGH
2738,SF,3000076,3,100.0,HIGH
2739,SF,3000552,12,100.0,HIGH
2740,SF,3001258,12,100.0,HIGH
2741,SF,3001702,2,100.0,HIGH
2742,SF,3002362,1,100.0,HIGH
2743,SF,3002363,1,100.0,HIGH
2744,SF,3001357,6,100.0,HIGH
2728,SF,3001155,11,100.0,HIGH
2726,SF,3000369,4,100.0,HIGH
2708,SF,3000287,7,100.0,HIGH
2716,SF,3002357,1,100.0,HIGH
2709,SF,3001688,5,100.0,HIGH
2710,SF,3001131,5,100.0,HIGH
2711,SF,3000587,5,100.0,HIGH
2712,SF,3001063,3,100.0,HIGH
2713,SF,3000743,10,100.0,HIGH
2714,SF,3001609,22,100.0,HIGH
2715,SF,3001831,26,100.0,HIGH
2717,SF,3001379,4,100.0,HIGH
2725,SF,3001910,12,100.0,HIGH
2718,SF,3002358,1,100.0,HIGH
2719,SF,3001751,1,100.0,HIGH
2720,SF,3000997,4,100.0,HIGH
2721,SF,3002359,2,100.0,HIGH
2722,SF,3000276,6,100.0,HIGH
2723,SF,3002360,4,100.0,HIGH
2724,SF,3000800,5,100.0,HIGH
2667,SF,3002338,1,100.0,HIGH
2665,SF,3001312,4,100.0,HIGH
2906,SF,3001713,1,100.0,HIGH
2664,SF,3000011,2,100.0,HIGH
2607,SF,3001760,9,100.0,HIGH
